srn,nsite_id,facility_name
N7132,7637333553637615302,Sun Gro Horticulture (N7132)
P0855,2754873275534543511,Rehklau's Welding & Salvage (P0855)
,3045648450237005961,AMOCO OIL COMPANY
,9175420754429331195,Randy's Auto Body Shop
,-7442336614588291272,AYLING-CUNNINGHAM ASPHALT PAVING COMPANY
,2290412887583222088,M & M Smokehouse
,5565381347106731272,AYLING-CUNNINGHAM ASPHALT PAVING COMPANY
,-3095655839053941625,Rehklau's Welding & Salvage
,-2327551810537141289,Discount Pallet Company
,6244981572752122356,Shiery Animal Clinic
,-5361473296161446311,Lakeland Correctional Facility
,-1400361990591755612,"Butler Body Shop, LLC"
K2087,1677228515098328943,Lakeland Correctional Facility (K2087)
B2286,-1556015511358122258,MARTINREA (B2286)
B6711,-717411543695575692,BRINER OIL CO (B6711)
P0938,-2045813689131696,Austin Energy LLC (P0938)
P0941,6258070225898857972,Austin Energy LLC (P0941)
P0942,-2867954025796963375,Austin Energy LLC (P0942)
A1379,5814677245849008419,GENERAL AUTOMATIC MACH PRO (A1379)
B6923,7101645213436353595,Warner Oil Inc. DBA Roost Oil (B6923)
,8340163190605103478,Dad's Tire and Safety Service
P0585,-5878770959808031142,CLEMENS FOOD GROUP (P0585)
P1248,-1927306494360166085,Michigan South Central (P1248)
N2468,-2538828814473484700,HILLSDALE TOOL & MFG CO (N2468)
P0846,4369645682006081533,OmniSource (P0846)
N7402,-6080693552835302101,CONAGRA FOODS INC. (N7402)
B5581,7737640724368929849,ARMOUR SWIFT ECKRICH (B5581)
N7476,-5430804141008605637,Paragon Metals (N7476)
N7443,6648138462687181016,HILLSDALE PUBLIC UTILITIES (N7443)
,4904382984886414885,Marsh Brothers
,6961800694445243966,"Marsh Bros., Inc"
,1531293134946078418,ART STEBELTON
P0552,-5935774378166477464,"CARDINAL AGGREGATE, INC. (P0552)"
,-8819351647656097340,City of Jonesville
,-6244979128403140748,Dale Baker Dairy Farm
,-4949418799319526613,Dallas Hawkins
N6834,-4379959780951749588,"GERKEN MATERIALS, INC (N6834)"
N2808,-4512303946280577447,GLEI's Inc (N2808)
P0240,-8006823698554344555,GMI Hillsdale (P0240)
,362965424048237780,Grange Mill
,-6999171512642838016,GREAT MARKWESTERN PACKING COMPANY
,-8092520795970248587,Jerry's Private Residence
N2426,5383081838882063831,JONESVILLE ASPHALT CO (N2426)
A1376,-4239510778187687423,Klein Tools Inc (A1376)
N7000,-2130352601378663973,MELCO INC (N7000)
N6479,1209543348834643106,OZINGA READY MIX OF MICHIGAN (N6479)
N1938,-3029944743353492841,"Techniplas, LLC (N1938)"
B7184,-8258760716574184131,THE ANDERSONS AGRICULTURE GROUP LP (B7184)
,-6498998244264232810,"WATSON TRADING COMPANY, INC"
,-6098295391955579504,Woodbridge Township Open Burning
N3873,-7934785671915813393,LENAWEE FARM BUREAU (N3873)
,-4670674165946146145,Goodwill Store
N5735,-3900685176524074034,PAUL SMITH OIL CO (N5735)
N6175,-2309878402811008732,PPG INDUSTRIES INC REMEDIATION SITE (N6175)
A2868,-1577005348457613168,ADRIAN RACK CO INC (A2868)
,-1398487437210515504,ROSLER METAL FINISHING USA
,-658482678827164807,"Greg Bell Chevrolet, Cadillac Inc"
,-608812086760022462,Adrian Mall
N8102,78483434879704849,"LOWE'S HOME CENTERS, INC. (N8102)"
,211924225229442837,Bales Trucking and Excavating
N2233,289234706603979462,ROTO PLASTICS CORP (N2233)
B2621,1737964675974683058,Floyd’s Rigging & Machinery Movers (B2621)
N1288,4109443013352847169,UARCO INC (N1288)
B8801,5373341575392084250,"PPG Industries, Inc. (B8801)"
N5701,8434334911273292012,ADELANTE MFG (N5701)
N3196,9081313895370530222,CLIFT PONTIAC (N3196)
P0971,-7618601372441536022,Plastic Omnium (P0971)
,-6082270655892981229,"COUNTRYMARK COOPERATIVE, INC"
,-5876025817348329056,Daejin Advanced Materials
B2671,-4949343125333263556,MASCO BCG - Merillat (B2671)
N3955,-2742419571019603262,GARDEN STATE TANNING INC (N3955)
P0296,-2582882068589995897,ADRIAN SPECIALTY FOUNDRY (P0296)
E8510,-243055024414896579,ADRIAN COLLEGE (E8510)
,1719881664958886662,T.H.C. (Formerly Fluresh)
N1803,1731684919786493809,AMCO (N1803)
,2768013038988886816,Evergreen Recycling
N7927,2988651601869521097,W2Fuel LLC (N7927)
P1451,5024054046635211917,Northwoods Cultivation (P1451)
,5997940019238894734,Olswell Cannabis Co.
,6176967020111447721,Performance Engineering
,6720116083777083238,Evergreen Grease Service
,-8900467899309524055,Bob's Market House
,-5465186036254107422,Borton Sand & Gravel
P0769,-3027043787268965507,Paschal Burial Vault (P0769)
B7995,-2387607270693314982,MINGUS FIBERGLASS (B7995)
A2874,-2289522060594208160,METALLOY CORP (A2874)
P0720,-2181995742651583780,Briskey Brothers Construction (P0720)
,-2086839925845342683,U46080658 Borton Sand & Gravel
E8517,-1088110763448689991,United Bank & Trust (E8517)
N5944,945918782951661958,PASCHAL BURIAL VAULT SERVICES (N5944)
A2863,2272077261655222911,METALLOY CORP FOUNDRY DIV (A2863)
B2266,3503822956317238735,M&S MANUFACTURING CO (B2266)
N5243,5538302752502603052,M & S MANUFACTURING CO (N5243)
P0009,6471350871663237222,Walters-Dimmick Petroleum Inc (P0009)
B7068,-8953112201556851006,GMI - HMA Plant 19 (B7068)
,-8685041647334665870,Kings Court Mobile Park
,-5282297474369013555,Doan Companies Adrian Operations
N8221,-1895343127042693814,GMI Excel Portable Crusher (N8221)
B1754,-1851512221331236113,Ervin Amasteel Division (B1754)
,2467313014390272664,"AIDCO, INC"
N5759,2897826077192494158,SERVICE TECTONICS INC (N5759)
B2288,4885526040208784295,Adrian Steel Company (B2288)
P0838,8499315695302697423,R & M Recycling (P0838)
E8792,-8293783116753248910,Morenci Health Center (E8792)
,-5909886437958969582,HOOKER CHEMICALS & PLASTICS CORPORATION
,-5040902740357198703,Morenci Complaint
,-4413956470128853862,Nutrient AG Solutions
B6092,-3868849208745931532,Nutrien Ag Solutions (B6092)
,-3823461693131803276,Mike Wilson's Paint Shop
N7343,-3754514274864966127,STATE LINE FARMS (N7343)
,5185835191404686066,PARKER CHEMICAL COMPANY
E8613,-7353861600931727126,ADRIAN TANKAGE (E8613)
P0486,-6059695636326649667,Savoy Energy L.P. (Adrian 25 CPF) (P0486)
P1187,-5015410000622329378,Cornerstone Crushing (P1187)
,-2596447816525971103,Dent Wizard Adrian
P0551,4820654685448804481,"BIRCHWOOD GENETICS, INC. (P0551)"
N7587,5687243299183797397,MICHIGAN CREMATION (N7587)
,-3199017949330731548,Continental Resources
P0937,-2970455432903985651,Austin Energy LLC (P0937)
P0939,-2226433040317794234,Austin Energy LLC (P0939)
P0940,309628983538442728,Austin Energy LLC (P0940)
P0934,856324730105426020,Austin Energy LLC (P0934)
P0935,8417749082797388062,Austin Energy LLC (P0935)
,-4014240481158818639,Leo's Metal & Wood
,1137194939163964035,Clayton Fire Department
,3225257096577022415,Clayton Lumber
,3354292872248090925,Hartland Farms
P0933,-6606673237156735703,Austin Energy LLC (P0933)
P0943,-6009023751337874000,Austin Energy LLC (P0943)
B6526,-1640652812229286447,"Pittsford Block, Inc. (B6526)"
P0944,8836682341701693600,Austin Energy LLC (P0944)
M2046,-3365501231964339722,ADDISON COMMUNITY HOSPITAL (M2046)
,-485143959939140690,Will and Luann Newman
,7806755940952509218,UNKNOWN
,8365935903995925744,Greenleaf Farm's Inc.
,2674071222066851709,AM/PM Builders
N3323,5955004518080693873,Tri State Surplus (N3323)
,7793879607681238384,Randy and Eric Bleich Dairy
,-6752139190735579598,Bruinsma Farms
P1158,-6427012517632261764,Chevron SunRyz RNG LLC (P1158)
N3274,3203564123310998806,Onweller Farms (N3274)
,3229000533925654283,Roger Smith
,5316281578726686838,Mike Mroz
,9133689146561061584,Mike McClellan
,1577233012116980322,Unknown
,5859331840456565679,Lyons LP Gas Co. Inc.
E8147,896556075896654056,Johnson Auto Parts (E8147)
,4296485730871041302,"Cadmus, MI farm open burning complaint"
,-2376697303274672264,Tim Kelly
,4190914691390876310,David Godfrey
,-3818288517111301289,Springs Party Store
N6896,3913395101765781299,WATERLAND TRUCKING (N6896)
,-8195311286883604332,Adrian
,-7919105837860212893,Adrian and Blissfield Railroad
A2862,-2776769065216161364,ADRIAN FABRICATORS INC. (A2862)
B2289,-4949134844001517830,AGET MANUFACTURING CO (B2289)
M4037,-2226587510425071662,ALDRICH OIL CO (M4037)
A2851,-8332678440888568687,Anderson Development Company (A2851)
N8340,-2467274125671629792,BALES TRUCKING INC (N8340)
B2311,453746518244676310,BIOLAB INC (B2311)
,1437364576907876512,CARDINAL OF ADRIAN
,-6766156123136525655,City of Adrian Parks and Recreation
B1753,-2932028617495899302,DURA CONVERTIBLE SYSTEMS (B1753)
P1438,-3096845886839070421,Halliwill Farms (P1438)
,-8618385383712994404,HILL HAVEN CONVENTION CENTER
,-7311692015543838044,"INTERAMERICAN ZINC, INC"
N7360,-9078617027829790149,IXTLAN TECHNOLOGY INC. (N7360)
,-4473561627011849207,JP Zin
,-4400072833775569065,"KUHLMAN CONCRETE, INC"
N6224,737136451964612135,MEYERS BOAT CO (N6224)
M3640,-2469139262601589064,MICHIGAN AGRICULTURAL COMMODITIES (M3640)
,-4180336500274635452,MICHIGAN DEPT OF CORRECTIONS
,-9050903087438970950,ProMedica Bixby Hospital
,106864872241507206,"PROVINCIAL HOUSE, INC"
,-5141443632276791013,RUMINANT NITROGEN PRODUCTS COMPANY
P0260,-3297249778524836748,SAVOY ENERGY LP - Goetz 8 CPF (P0260)
B2952,-3889480505265473511,Silbond Corporation (B2952)
A2836,-88917403913112191,SIMPLEX PRODUCTS (A2836)
M2457,-3808574890303835510,SISTERS OF DOMINICAN (M2457)
N1558,-3030935058013738351,SWENK-TUTTLE PRESS INC (N1558)
,-1236129097875769229,Unknown
,-833248235411480498,Unknown
,329608274295886034,UNKNOWN
,-3426590427571388189,Unknown-Lenawee County
,-1056155328052517111,Vreba-Hoff I Dairy
P0458,-5986518650879629717,"War-Ag Farms Services, LLC (P0458)"
,1640910642708685924,Welch the Cleaner
,-7676614995764399603,"WESTON SERVICES, INC"
N4987,-698218198989871125,Willis-Ellis Inc. (N4987)
N3177,-8958383126014865241,AGGREGATE INDUSTRIES - AC3 PORTABLE PLANT (N3177)
N6906,-8910434919524810634,Marsulex Environmental Technologies LLC (N6906)
N6283,-8851082954098397850,Meyer Material Company LLC (N6283)
P0554,-6807920186500471101,TENMILE CREEK EXCAVATING (P0554)
N5436,-6389521606730551631,Holcim- ACM Management - Chelsea Plant (N5436)
B1743,-5840544241069073055,Amrize (B1743)
N6197,-5345619187185610119,Amrize  (N6197)
P1018,-3727741930234538654,Great Lakes Rubber (P1018)
N6046,-2705165371529763683,Meyer Material Company LLC - Wayland  (N6046)
P1197,-1560555367084547390,Meyer Material Company LLC - Manchester Sand & Gravel (P1197)
N7228,-1062548870844825910,FCA US LLC - Dundee Engine Plant (N7228)
P0635,-195120599154316100,Ash Grove (P0635)
N5998,-112185267438073249,NB1 (N5998)
N6045,640258370733485087,West Coast Aggregates  (N6045)
N6044,1350946926328924773,Meyer Material Company LLC - Battle Creek Sand & Gravel (N6044)
N6882,2284900287100610840,STANSLEY MINERAL RESOURCES (N6882)
N6665,4704086346676035820,Meyer Material Company LLC - Edwardsburg Sand & Gravel (N6665)
,4960823725645939337,M50 Truck Tractor & Auto Inc.
P1189,7096820690212401834,Holcim- ACM Management  (P1189)
B6091,-9181479784987721766,ROYSTER CLARK (B6091)
P1174,-8226684573954876133,"Clean Tech, Inc. (P1174)"
,-6072526536312562234,Unknown
,-4826287197013481184,MONROE COUNTY BANK
P0656,-3138841736356024285,"Dundee Castings Company, Inc. (P0656)"
,-2863760538321037503,Monroe County Bank
,-2318608097151670685,TECUMSEH PRODUCTS COMPANY
,-411754948019379825,TOM'S AUTO BODY SHOP
,881250294700108959,DUNDEE MISCELLANEOUS ODOR
,2236661413142078695,GREECH CONCRETE & EXCAVATING
F6689,2623823431894142532,DUNDEE COMMUNITY SCHOOLS (F6689)
,9002718121631076177,Dundee Products
,-4542368540578762312,"Ida Public Schools SRNs F6699, M0585, M0584"
F6699,-4198600680792842933,Ida School District (F6699)
,2897181220643671841,Ida Public School  SRN M0584
,4672180410093068205,Ida Jr. High School  SRN M0585
,4953239401367112630,Alan Welch property
,6496884069122802103,Ida High School SRN F6699
B8030,6805766139385607974,J L BARRON OIL CO (B8030)
,8351543656875505642,Unknown Dixon Road Monroe
N8326,-4821916165639689416,MTS SEATING - TABLE TOP (N8326)
B2590,-4739574383828202651,MTS SEATING (B2590)
,-4306219734967848919,Howard Carrol
B2636,-3597832025411310621,PURALATOR INC (B2636)
,1181803457759300217,Bedford Public Schools
P0660,4433851614006977855,MI WINDOWS AND DOORS (P0660)
,5569982414049984450,WHITMAN FORD COMPANY
P0371,5720242932692930695,MTS SEATING WOOD DIVISION AND MTS BURGESS LLC (P0371)
B8033,-9193437315918318380,PAUL SMITH OIL CO INC (B8033)
,-7964277119874510348,Former Office Building
N1662,-814074157528993614,KIRCHHOFF Van-Rob Tecumseh (N1662)
B8644,-698151297456834084,SIL-TECH CORP (B8644)
N2986,-313731370455749845,"Tecumseh Packaging Solutions, Inc (N2986)"
B1761,3813536038164230739,"Tecumseh Food, Machinery & Equipment, LLC (B1761)"
N3246,5353362228122188313,Ervin Technologies (N3246)
A2853,8382525983996615487,FARADAY LLC (A2853)
B8431,-8571182596962339151,Salter Oil Co Inc (B8431)
,-6978313938434712300,Michigan Mobile
,-436521623101901192,BEDFORD ELEMENTARY & JUNIOR HIGH SCHOOL
P0051,68687028677163798,Temperance High School (P0051)
,105659952509117579,BEDFORD PUBLIC SCHOOLS
,5564304487595854107,TEMPERENCE ELEMENTARY SCHOOL
,-3712902207366535108,Petersburg campground
,979313720347987073,"PUROLATOR, INC"
,1393734492471771216,Summerfield Schools SRN - F6693
,4743164479837838997,Dundee Sulfur and Hydrogen Sulfide Odor Complaint
,4788092560642563256,Monroe County Open Burning - Ida Twp
N8205,6135396200248589083,Advanta (N8205)
,-7815888427801813624,Lippen Cleaners & Tailos
A2889,-6202189666931903098,"BMC Global, LLC dba Blissfield Manufacturing (A2889)"
N5736,-730959401435351151,BORCHARDT BROS SPARTAN (N5736)
,6332280798263743342,"CONSOLIDATED MILLS, INC"
B2580,6878733646325850715,MAXITROL CO (B2580)
,8115373856738616010,The Village of Blissfield
,-8720440132778315074,Woodyard Tool & Manufacturing Company
N2735,-8175698454325767399,Midwest II (N2735)
,-3640201782865334003,Brinks Farms
,-624598995861025347,"Ajax Paving Industries, Inc."
F6701,848423576303736610,WHITEFORD AGRICULTURAL SCHOOLS (F6701)
,7023645319538947706,Toledo Cassion Corporation            734-854-8118
P1349,-6122467718134582458,Global Remediation Technologies (P1349)
P0426,-3336724437434633556,Adrian Energy Associates (P0426)
N5752,1174530549814067023,Adrian Energy Associates (N5752)
,3336565136398783740,Central Lenawee Wastewater Treatment Plant
N2369,6296182713684077963,Adrian Landfill (N2369)
N1536,-2830274705994082969,"Gerken Materials, Inc. HMA Plant #22 (N1536)"
N7479,-2818519246864292668,STONECO (N7479)
B4922,-2189815205731322649,"Stoneco of Michigan, Inc. - Ottawa Lake (B4922)"
P1144,-1871785826709847794,"Cardinal Aggregates, Portable Trommel (P1144)"
N7009,7126068286855911732,Stoneco Inc (N7009)
,-3970140696026850285,Ottawa Lake Co-Op Elevator Co.
B4311,38553514517584847,ADM Grain Co. - Ottawa Lake (B4311)
N7976,966198324248382868,OTTAWA LAKE CO OP ELEVATOR CO (N7976)
B2830,1086604852440428838,DANA CORP (B2830)
,9125535242812020124,Lumber Jacks Quality Firewood
N1810,-6812770454712888955,Michigan Agricultural Commodities-Blissfield (N1810)
N7383,-306117800258909518,"ZFS Riga, LLC (N7383)"
B8875,7080962659250274100,Nutrien Ag Solutions (B8875)
N8207,8142083562689933564,AIRGAS CARBONIC AND DRY ICE (N8207)
,-5160881969129114481,WACKER CHEMICAL CORPORATION
A2849,96692420663510936,Wacker Chemical Corporation (A2849)
N7389,4325637697636818084,A & A Custom Crushing (N7389)
,4983916558669551770,AYLING-CUNNINGHAM ASPHALT PAVING COMPANY
,1430201833650958484,SUNOCO PIPELINE
F5756,1483597598396600356,Michigan Additive Techologies (F5756)
,7925054953370780341,John Otto Farm
,4236915186454556615,WOODYARD TOOL & MANUFACTURING COMPANY
,5795553114452411246,The Tile Shop
,8627687927122086150,The Tile Shop Distribution Center
,-4878631054991473546,MISC MONROE COUNTY RESIDENTIAL OB PEAS
N6396,-2050155178334911250,CRUSHING CONCEPTS - PLANT 1 (N6396)
N6513,5658582748910428399,CRUSHING CONCEPTS (N6513)
,-2869775943378066386,Luckey Farmers-Ida
P1298,-1201732130630252732,OTTAWA LAKE CO-OP ELEVATOR COMPANY (P1298)
,4729832687339853436,SOHIGRO SERVICE COMPANY
N5433,-9197784833328882223,ALLIED WASTE SERVICES OF NORTH AMERICA LLC (N5433)
N2689,-7165353086121872985,Vienna Junction Landfill (N2689)
B7006,-3351550168475455162,Heidtman Steel Products Inc (B7006)
,-9005166095498900423,B & B Restoration
,8475654405407198326,GulfMark Energy - at Big Daddy's Truck Stop
,-2322761182040492916,Morenci Station
,6628732921593245281,Residents
,-963449727914521936,STEVENSON BUILDING & SUPPLY COMPANY
B6002,7007432991714154825,Stevenson Building & Supply Company (B6002)
,-5807098629219576622,CS-6ZSJ-JB5E-YX6M
,8176599506105123616,Doug Spaulding
N7283,473647675164108514,"UNILOY MILACRON, INC. (N7283)"
N7427,5097996473058346139,"Gerken Materials, Inc. (N7427)"
,-7963427973435034124,Craig Wilder
B8115,123210443705874832,DEERFIELD CO OP ASSOC (B8115)
P0700,-3100973827678569235,HARDYS LLC (P0700)
,-3116721755509977128,Jansen Brothers Farms
B8176,-4318874626535855320,Marathon Pipe Line LLC (Samaria) (B8176)
,-425569593600289626,"MIDWEST II, INC"
,-6745489998809995789,Monroe County Drain Commission
,-4923561217709307105,Panhandle Eastern Pipeline Co. - North Line 1 Gate
N5916,2155094651582512942,Plains LPG Services (N5916)
N5468,3260854929765335820,STONECO INC (N5468)
N6382,-7964849926981851659,FINISHERS UNLTD MONROE (N6382)
,-7207184953656587209,Finishers Unlimited of Monroe   N6382
P1170,-5930890266376566733,Yanfeng Global Automotive (P1170)
N8209,-5570668087041527692,MONROE ELECTRIC MOTOR CO (N8209)
,-5504200334650804080,Jeff's Bait and Tackle
N7353,-5360847261277702313,Yanfeng Global Automotive - Frenchtown Plant #1/#2 (N7353)
,-4099004647728215760,"Center-Line Industries, LLC"
,-4011645472139369440,Detroit Beach Boat Club
,-2523952237034173985,Sterling State Park
P0859,1138763119017108444,R & M Recycling (P0859)
N0765,2582556214386370250,NATIONAL GALVANIZING HS PROCESSING LP (N0765)
,5455513336876243404,Monroe County Road Com. N. Dixie Hwy Road Project
A4097,5557746217304522143,"Messina Concrete, Inc. (A4097)"
N6169,6273518911831698515,PIONEER METAL FINISHING (N6169)
N6452,6610712146618296368,Advanced Heat Treat Corporation (N6452)
N5662,7005439673759975927,KOONTZ WAGNER ELECTRIC CO INC (N5662)
,7363589115898909094,MONROE MISC DIESEL EXHAUST
,7881602968425313659,"Center-Line Industries, LLC"
B7075,8296012415786924984,INDUSTRIAL FOREST PRODUCTS INC (B7075)
,9146574263708900287,DELTA USA CORPORATION
N1675,-8941363844817427301,"TMS International, LLC (N1675)"
P0454,-8592537253860058570,Hanwha L&C Alabama LLC (P0454)
B7061,-8388269723730694738,Gerdau MacSteel Monroe Mill (B7061)
,-5762081818621890233,Monroe County Drain Commission  SRN - B5429
A4127,-5673684845643343088,"Automotive Components Holdings, LLC - Monroe Plant (A4127)"
,-5496903258362190613,Mike's Fiberglass
,-4771101606810244251,American Resource Recovery Corporation  N5170
B2816,-4619869975888018185,DTE Electric Company - Monroe Power Plant (B2816)
,-3968910220317903237,Automotive Components Holdings
